# x_m,y_m,w_tr_right_m,w_tr_left_m
0.4854903397454650,0.8728280185441979,2.1726469812092186,1.9674013276876721
0.5717463722674967,0.8222702377351518,2.1606449909791219,1.9763960358487818
0.6580024047895285,0.7717124569261058,2.1486430007490251,1.9853907440098915
0.7443276868358998,0.7212730081200726,2.1509422112936547,1.9625041538004104
0.8306530840250000,0.6708337560749023,2.1532537185699536,1.9395936681313104
0.9169828171536775,0.6204019256033768,2.1377025309857007,1.9622501875391301
1.0033133803353773,0.5699715265639729,2.1221745968543475,1.9848270948213591
1.0899653661792743,0.5200954231066416,2.1156511317557762,1.9765756807096300
1.1766173520231713,0.4702193196493103,2.1091276666572050,1.9683242665979006
1.2631887594589521,0.4202034846537942,2.1020739504685353,1.9737676781211613
1.3497614753317901,0.3701899250667122,2.0950307252758260,1.9792671082626887
1.4365323500252754,0.3205209442869051,2.0895690588978373,1.9921741517041169
1.5233032498060513,0.2708520073491729,2.0841333434084000,2.0050608279136557
1.6100887742787278,0.2212086282460153,2.0938257558988509,2.0060743811662771
1.6968743527444921,0.1715653436329205,2.1035081201425645,2.0070778788233943
1.7837053521209130,0.1220015474297508,2.1047375409614157,1.9996222510107016
1.8705364128104220,0.0724378587015865,2.1059709825107422,1.9921837333126300
1.9573913808115608,0.0229160768243304,2.1087721946509093,1.9914168228442921
2.0442463871552485,-0.0266056377891832,2.1115218811819143,1.9906647864751965
2.1311113270770838,-0.0761099260797271,2.1009225943392029,1.9937662504911369
2.2179762393514069,-0.1256142628726161,2.0903681966160472,1.9968645224539836
2.3048318577625535,-0.1751349039952290,2.0949035229786577,1.9988897682375468
2.3916875618793889,-0.2246553947464972,2.0993956626246684,2.0009535061187775
2.4785572838926790,-0.2741512909815493,2.0968242463557529,2.0093129549399338
2.5654271007398655,-0.3236470206816521,2.0942654560451657,2.0176359470596132
2.6523205901727245,-0.3731011796671105,2.0948583772111991,2.0168585603045623
2.7392141908346948,-0.4225551429793037,2.0954454517871008,2.0160601702805381
2.8261593697667347,-0.4719183702568319,2.0933213925531522,2.0055223130882411
2.9131046807700711,-0.5212813648263335,2.0911547468963261,1.9951630660172242
3.0000655642472465,-0.5706169208852898,2.0839667531117638,2.0058636670736378
3.0870264961577472,-0.6199523915375286,2.0768176411091561,2.0165159137062556
3.1740052975084421,-0.6692563514431359,2.0840139344113462,2.0093278306842106
3.2609845050474608,-0.7185595921010132,2.0911904566550703,2.0021367257180480
