# vx,ax
6.7497810211257070,-7.4472709203819569
6.6386344873537837,-6.4569472011006219
6.5407395255129233,-6.1281803460143980
6.4464541854681912,-5.7891522704992688
6.3561004641521235,-2.8990431479375176
6.3103677376065859,0.0000000000000000
6.3103677376065859,0.0000000000000000
6.3103677376065859,0.7401139129580891
6.3220744712312289,1.4529496405214366
6.3449938267884347,0.8580236746167036
6.3584897000999092,-1.9421157561269855
6.3279007203870838,-1.7397151253223244
6.3003738199355590,-1.6428510116616939
6.2742684113814038,-1.5506164397186004
6.2495289484745484,-1.5449126919222778
6.2247823611936104,-1.6996077623648713
6.1974441097268853,-1.8591494173970216
6.1674003978830632,-1.9734696499899094
6.1353488358546961,-2.0135018687611774
6.1024730713670126,-1.9418276288276750
6.0705995600428500,-1.9407661497584008
6.0385747449794733,-1.9694138413818643
6.0059033708727600,-1.9999140574713825
5.9725423897253158,-2.0841118257413620
5.9375782772276127,-2.1638198626405205
5.9010568770966136,-2.1629064040248802
5.8643245921732037,-2.1597422949616232
5.8274140190846193,-2.2425325355968844
5.7888406092050033,-2.3272963804731792
5.7485343364240631,-2.3452296657737910
5.7076308748301807,-2.3652571001699756
5.6660777000259577,-2.3858927081263803
5.6238524677648130,-2.4094661085951072
5.5808842720780447,-2.4679072311935495
5.5365299301359627,-2.4740268562626495
5.4917043023681824,-2.4306617616726633
5.4473071843547185,-2.4289653765625125
5.4025745709659834,-2.4686177385581338
5.3567312490189529,-2.5112621657140872
5.3096875595959858,-2.5638387140636629
5.2612276378618921,-2.5809237189770724
5.2119870629899809,-2.5479175280817521
5.1629186277268264,-2.5159575462742554
5.1140006702840628,-2.4867294628990697
5.0651902929372659,-2.4420613335655554
5.0167910430828568,-2.4140236778624948
4.9684881246278270,-2.4064251814289328
4.9198612324316944,-2.5540989709837616
4.8677233516498939,-2.5140814074508868
4.8158467176496949,-2.3523527462342648
4.7668013157492961,-2.3257268647552056
4.7178045545338598,-2.3067681359748535
4.6687053710695121,-2.3066602128631550
4.6190805009945706,-2.3073838605586974
4.5689078160231915,-2.3168537405522689
4.5179615586047861,-2.4923367093479554
4.4625150244775202,-2.2173340309486012
4.4125937816656622,-1.8790087777879259
4.3698520493742743,-1.8537628252650933
4.3272621170449757,-2.1969424623268532
4.2762479534699889,-2.3325650187212252
4.2213996760787076,-2.1532659541991608
4.1701394565905670,-1.9341482235634104
4.1235411214436315,-1.7284125456815573
4.0814622521778858,-1.6904599832803942
4.0398706612185915,-1.6845629434482230
3.9980084748122366,-1.6813295686421208
3.9557700895433943,-2.5015620240516956
3.8920923168864623,-2.9802635024132442
3.8148239063569145,-2.6714347773177227
3.7442315999665778,-2.0098269800295414
3.6902136551950395,-1.4030721473614012
3.6520523785009491,-1.3733602806001612
3.6142867451455376,-1.3503830191886421
3.5767893195648996,-1.3495809422214886
3.5388918328193100,-1.3562719276291779
3.5004218998772774,-1.3112745015020191
3.4627938494885284,-1.2479243033770706
3.4266310934520585,-1.0887897156513382
3.3947377220038053,-0.9370463100087345
3.3670760937004638,-0.9055642283488814
3.3400982262081733,-0.8184606371150679
3.3155547690906801,-0.3999144112918140
3.3034821860550663,0.0000000000000000
3.3034821860550663,0.0000000000000000
3.3034821860550663,0.0451800276654541
3.3048462267522325,0.1323866580310975
3.3088459339067868,0.4638057163913057
3.3228024489799752,0.8708736992131935
3.3488848426114348,1.8602854833026865
3.4038927427745906,2.7124652047378537
3.4825962830550323,3.1279513093914053
3.5711653869053204,3.5430475937099861
3.6689475405812870,3.8142926040756358
3.7713552350898234,4.1082489522871306
3.8786608279804806,4.3299843340016828
3.9886153120503449,4.5731406662683369
4.1015648142814634,4.7407571454643289
4.2154472357580008,4.9260222333264014
4.3306221520811654,5.0421400351994601
4.4454131803490178,5.2135749241563794
4.5610797508613778,0.8715489674263904
4.5801298303967233,-6.0611649905499458
