# x_m,y_m,w_tr_right_m,w_tr_left_m
0.0434599999999996,-0.0207930000000012,2.0223748416156684,2.0223748416156684
0.1433421840380662,-0.0207930000000012,2.0099882944295784,2.0099882944295784
0.2432243680761327,-0.0207930000000012,1.9906530977209704,1.9906530977209704
0.3431065521141993,-0.0207930000000012,1.9730000676491726,1.9730000676491726
0.4429887361522659,-0.0207930000000012,1.9602835922664710,1.9602835922664710
0.5283987967312509,0.0141457967312503,1.9791442082458790,1.9791442082458790
0.6220424261097434,0.0292069999999995,1.9764627192460886,1.9764627192460886
0.7219246101478100,0.0292069999999995,1.9626978556961372,1.9626978556961372
0.8218067941858765,0.0292069999999995,1.9539474890588642,1.9539474890588642
0.9216889782239431,0.0292069999999995,1.9502790698018715,1.9502790698018715
1.0215711622620096,0.0292069999999995,1.9500000000000002,1.9500000000000002
1.1007426681814212,0.0792070000000002,2.0000000000000000,2.0000000000000000
1.2006248522194876,0.0792070000000002,2.0000000000000000,2.0000000000000000
1.3005070362575541,0.0792070000000002,2.0000000000000000,2.0000000000000000
1.4003892202956207,0.0792070000000002,2.0000000000000000,2.0000000000000000
1.5002714043336873,0.0792070000000002,2.0000000000000000,2.0000000000000000
1.6001535883717539,0.0792070000000002,2.0000000000000000,2.0000000000000000
1.6981097732625234,0.0838567732625238,2.0046497732625235,2.0046497732625235
1.7792072783292321,0.1292070000000010,2.0500000000000003,2.0500000000000003
1.8790894623672987,0.1292070000000010,2.0519122142642594,2.0519122142642594
1.9789716464053653,0.1292070000000010,2.0585007540788771,2.0585007540788771
2.0788538304434319,0.1292070000000010,2.0698931058236103,2.0698931058236103
2.1787360144814985,0.1292070000000010,2.0860105933481545,2.0860105933481545
2.2786181985195650,0.1292070000000010,2.1013197754652433,2.1013197754652433
2.3535926311811988,0.1690743688188029,2.1459601388900382,2.1459601388900382
2.4369612103583869,0.1292070000000010,2.1141363098432309,2.1141363098432309
2.5368433943964535,0.1292070000000010,2.1279550025455585,2.1279550025455585
2.6240533839030071,0.0986136160969931,2.1139256385044702,2.1139256385044702
2.7158970843539310,0.0792070000000002,2.1118924381140305,2.1118924381140305
2.8157792683919975,0.0792070000000002,2.1247336480429850,2.1247336480429850
2.9091587975654885,0.0635082024345109,2.1255275222700698,2.1255275222700698
2.9948329583494755,0.0292069999999995,2.1104353810533980,2.1104353810533980
3.0947151423875421,0.0292069999999995,2.1362939423703340,2.1362939423703340
3.1942642112279707,0.0284027887720290,2.1581209885710617,2.1581209885710617
3.2737688323450200,-0.0207930000000012,2.1306833724798122,2.1306833724798122
3.3736510163830866,-0.0207930000000012,2.1600230049303861,2.1600230049303861
3.4528225223025006,-0.0707929999999983,2.1381865653228758,2.1381865653228758
3.5499969945434930,-0.0773299945434919,2.1539699046153689,2.1539699046153689
3.6318762122599786,-0.1207929999999990,2.1328727556137075,2.1328727556137075
3.7317583962980452,-0.1207929999999990,2.1625584397120199,2.1625584397120199
3.8109299022174561,-0.1707929999999998,2.1410952927379361,2.1410952927379361
3.9057297778590137,-0.1830627778590143,2.1588027930566676,2.1588027930566676
3.9899835921749345,-0.2207930000000005,2.1528098976435373,2.1528098976435373
4.0762738390464381,-0.2536068390464393,2.1564237414124063,2.1564237414124063
4.1690372821324129,-0.2707930000000012,2.1747454157061559,2.1747454157061559
4.2482087880518273,-0.3207929999999983,2.1558766792706989,2.1558766792706989
4.3320899308275767,-0.3594229308275758,2.1534623943304050,2.1534623943304050
4.4272624780093057,-0.3707929999999990,2.1842173290128759,2.1842173290128759
4.5064339839287166,-0.4207929999999998,2.1749030331900356,2.1749030331900356
4.5879060226087125,-0.4652390226087137,2.1715848799126256,2.1715848799126256
4.6731780532024247,-0.5005110532024257,2.1791982197464779,2.1791982197464779
4.7584500837961379,-0.5357830837961371,2.1903089161422531,2.1903089161422531
4.8437221143898501,-0.5710551143898503,2.2050361655815283,2.2050361655815283
4.9230021916444322,-0.6207929999999990,2.2048718402941052,2.2048718402941052
5.0021736975638440,-0.6707929999999998,2.1954164194538945,2.1954164194538945
5.0848935452303143,-0.7122265452303155,2.1953495762832329,2.1953495762832329
5.1701655758240266,-0.7474985758240277,2.1999493290719156,2.1999493290719156
5.2407929454770681,-0.8181259454770660,2.1792167707060774,2.1792167707060774
5.3188597212414930,-0.8707929999999990,2.1776206153290025,2.1776206153290025
5.3980312271609048,-0.9207929999999998,2.1807527822814063,2.1807527822814063
5.4819643763175323,-0.9592973763175321,2.1945983172273325,2.1945983172273325
5.5672364069112437,-0.9945694069112448,2.1979502359306542,2.1979502359306542
5.6378637765642852,-1.0651967765642842,2.1929881340934796,2.1929881340934796
5.7147172508385538,-1.1207929999999990,2.1884925890304081,2.1884925890304081
5.7937631768110371,-1.1710961768110357,2.1913913467822561,2.1913913467822561
5.8643905464640760,-1.2417235464640775,2.1761743937802120,2.1761743937802120
5.9496625770577882,-1.2769955770577892,2.1959521814859242,2.1959521814859242
6.0202899467108297,-1.3476229467108276,2.1853232078824747,2.1853232078824747
6.0909173163638686,-1.4182503163638693,2.1712968629881759,2.1712968629881759
6.1690356082363706,-1.4707930000000005,2.1806245970562892,2.1806245970562892
6.2468167166106205,-1.5241497166106210,2.1930563853372571,2.1930563853372571
6.3174440862636612,-1.5947770862636603,2.1859742135099238,2.1859742135099238
6.3880714559167009,-1.6654044559167012,2.1718201371000765,2.1718201371000765
6.4650109537953648,-1.7207930000000005,2.1765212909866580,2.1765212909866580
6.5439708561634529,-1.7713038561634529,2.1931595703998776,2.1931595703998776
6.6145982258164926,-1.8419312258164924,2.1920310216782974,2.1920310216782974
6.6852255954695323,-1.9125585954695321,2.1920310216782974,2.1920310216782974
6.7558529651225721,-1.9831859651225721,2.1920310216782974,2.1920310216782974
6.8264803347756118,-2.0538133347756116,2.1920310216782974,2.1920310216782974
6.8986186330745278,-2.1207929999999990,2.1925012044614589,2.1925012044614589
6.9823797350223638,-2.1597127350223628,2.2010121071709334,2.2010121071709334
7.0530071046754017,-2.2303401046754017,2.2121429560221721,2.2121429560221721
7.1236344743284423,-2.3009674743284427,2.2247697933607387,2.2247697933607387
7.1942618439814812,-2.3715948439814807,2.2276669409945464,2.2276669409945464
7.2648892136345209,-2.4422222136345204,2.2276669409945464,2.2276669409945464
7.3355165832875588,-2.5128495832875606,2.2276669409945464,2.2276669409945464
7.4061439529406004,-2.5834769529405999,2.2276669409945464,2.2276669409945464
7.4767713225936392,-2.6541043225936383,2.2276669409945464,2.2276669409945464
7.5473986922466789,-2.7247316922466776,2.2276669409945464,2.2276669409945464
7.6180260618997169,-2.7953590618997159,2.2276669409945464,2.2276669409945464
7.6886534315527566,-2.8659864315527557,2.2276669409945464,2.2276669409945464
7.7592808012057954,-2.9366138012057941,2.2276669409945464,2.2276669409945464
