# laptime, ego_x_pos, ego_y_pos, actual speed, expected speed, tracking error
0.000003  ,-27.661739,-8.483714 ,0.000000  ,4.584926  ,0.333996  ,0.000000  ,68.350000 
0.088602  ,-27.664008,-8.483926 ,0.000000  ,4.584926  ,0.331736  ,0.000000  ,68.350000 
0.090822  ,-27.663360,-8.475297 ,0.000000  ,4.584926  ,0.332082  ,0.000000  ,68.350000 
0.101616  ,-27.664206,-8.472345 ,0.000000  ,4.584926  ,0.331135  ,0.000000  ,68.350000 
0.103875  ,-27.662699,-8.477562 ,0.000000  ,4.584926  ,0.332822  ,0.000000  ,68.350000 
0.112497  ,-27.666130,-8.488707 ,0.000000  ,4.617970  ,0.335904  ,0.000000  ,68.440000 
0.120729  ,-27.664455,-8.493735 ,0.000000  ,4.617970  ,0.337399  ,0.000000  ,68.440000 
0.133488  ,-27.660667,-8.492192 ,0.000000  ,4.617970  ,0.341240  ,0.000000  ,68.440000 
0.149400  ,-27.662716,-8.497331 ,0.000000  ,4.617970  ,0.339009  ,0.000000  ,68.440000 
0.160897  ,-27.662659,-8.495331 ,0.000000  ,4.617970  ,0.339137  ,0.000000  ,68.440000 
0.178372  ,-27.661643,-8.497708 ,0.000000  ,4.617970  ,0.340068  ,0.000000  ,68.440000 
0.189125  ,-27.661401,-8.493844 ,0.000000  ,4.617970  ,0.340447  ,0.000000  ,68.440000 
0.208303  ,-27.662009,-8.494169 ,0.000000  ,4.617970  ,0.339828  ,0.000000  ,68.440000 
0.224386  ,-27.659346,-8.488850 ,0.000000  ,4.617970  ,0.342679  ,0.000000  ,68.440000 
0.243320  ,-27.657516,-8.489190 ,0.000000  ,4.617970  ,0.344495  ,0.000000  ,68.440000 
0.255440  ,-27.659812,-8.487956 ,0.000000  ,4.617970  ,0.342245  ,0.000000  ,68.440000 
0.272852  ,-27.659022,-8.491569 ,0.000000  ,4.617970  ,0.342905  ,0.000000  ,68.440000 
0.287522  ,-27.660739,-8.492807 ,0.000000  ,4.617970  ,0.341146  ,0.000000  ,68.440000 
0.308076  ,-27.660131,-8.490554 ,0.000000  ,4.617970  ,0.341833  ,0.000000  ,68.440000 
0.327411  ,-27.662345,-8.491650 ,0.000000  ,4.617970  ,0.339582  ,0.000000  ,68.440000 
0.349402  ,-27.659972,-8.492844 ,0.000000  ,4.617970  ,0.341911  ,0.000000  ,68.440000 
0.371095  ,-27.661079,-8.492008 ,0.000000  ,4.617970  ,0.340834  ,0.000000  ,68.440000 
0.395748  ,-27.662122,-8.493677 ,0.000000  ,4.617970  ,0.339732  ,0.000000  ,68.440000 
0.413811  ,-27.662982,-8.486757 ,0.000000  ,4.584926  ,0.332860  ,0.000000  ,68.350000 
0.432078  ,-27.662532,-8.487462 ,0.000000  ,4.584926  ,0.333334  ,0.000000  ,68.350000 
0.456194  ,-27.662704,-8.491286 ,0.000000  ,4.617970  ,0.339236  ,0.000000  ,68.440000 
0.477472  ,-27.661151,-8.491326 ,0.000000  ,4.617970  ,0.340786  ,0.000000  ,68.440000 
0.492366  ,-27.660640,-8.500298 ,0.000000  ,4.617970  ,0.340978  ,0.000000  ,68.440000 
0.503881  ,-27.660601,-8.503678 ,0.000000  ,4.617970  ,0.340897  ,0.000000  ,68.440000 
0.515873  ,-27.658950,-8.500450 ,0.000000  ,4.617970  ,0.342662  ,0.000000  ,68.440000 
0.541744  ,-27.660646,-8.495080 ,0.000000  ,4.617970  ,0.341158  ,0.000000  ,68.440000 
