# x_m,y_m,w_tr_right_m,w_tr_left_m,psi,kappa,s,velocity,acceleration,time
0.0553203497303522,-0.4179695751999205,0.5618717626177635,1.3062824066091769,0.1597098415632363,0.0006264418289881,0.0000000000000000,8.0000000000000000,0.0000000000000000,0.0000000000000000
0.1540401744697511,-0.4020676121296041,0.5612045528420978,1.2781837163001142,0.1596472021532980,0.0267285377435835,0.0999923808400787,8.0000000000000000,0.0000000000000000,0.0124990476050098
0.2527619260537927,-0.3861780270824476,0.5605090307958448,1.2505528034353446,0.1543645430603426,0.0525469958929086,0.1999846962887772,8.0000000000000000,0.0000000000000000,0.0249980870360971
0.3516442471200212,-0.3713199381534294,0.5574541661607654,1.2619031246261792,0.1491386071387670,0.0539896979368622,0.2999770771288558,8.0000000000000000,0.0000000000000000,0.0374971346411070
0.4505267375746200,-0.3564630209104311,0.5544062898617768,1.2732234550946460,0.1435674265409663,0.0556864503504364,0.3999694513804412,8.0000000000000000,0.0000000000000000,0.0499961814225552
0.5495684712377025,-0.3427076140070218,0.5579281978987550,1.2563492947034911,0.1380021660035109,0.0652812316942500,0.4999618322205198,8.0000000000000000,0.0000000000000000,0.0624952290275650
0.6486102049007849,-0.3289522071036124,0.5614501059357333,1.2394751343123362,0.1305121749784046,0.0752295584787228,0.5999542130605984,8.0000000000000000,0.0000000000000000,0.0749942766325748
0.7478467781427071,-0.3166819440583785,0.5558333011829291,1.2518564020770200,0.1229574079784450,0.0830142302520864,0.6999464968828945,8.0000000000000000,0.0000000000000000,0.0874933121103618
0.8470850362955132,-0.3044245240662142,0.5501374677402774,1.2644906615059857,0.1139106019792360,0.0902718010655469,0.7999388777229730,8.0000000000000000,0.0000000000000000,0.0999923597153716
0.9465274206834908,-0.2939517143340117,0.5552321654188627,1.2768379728039856,0.1049044272693205,0.0561286289346468,0.8999312152116686,8.0000000000000000,0.0000000000000000,0.1124914019014586
1.0459703535589888,-0.2834836998524333,0.5603558572718365,1.2891845130718984,0.1026857339315603,0.0229493587780012,0.9999235960517473,8.0000000000000000,0.0000000000000000,0.1249904495064684
1.1454582705273506,-0.2734522520800212,0.5621676418798067,1.2904784827402140,0.1003149052990080,0.0451018482749604,1.0999159735968096,8.0000000000000000,0.0000000000000000,0.1374894966996012
1.2449495037003229,-0.2634558996835270,0.5637869994725061,1.2912492250210479,0.0936660615540521,0.0656120922392783,1.1999081359872372,8.0000000000000000,0.0000000000000000,0.1499885169984047
1.3445620189314154,-0.2547482573273697,0.5584608719248844,1.2734031367912899,0.0871935010021381,0.0720217807685073,1.2999005168273161,8.0000000000000000,0.0000000000000000,0.1624875646034145
1.4441745341625074,-0.2460406149712125,0.5531347443772625,1.2555570485615319,0.0792628028912816,0.0796108735450925,1.3998928976673946,8.0000000000000000,0.0000000000000000,0.1749866122084243
1.5439125346223188,-0.2389140027455221,0.5546165162795923,1.2824581473961647,0.0712725469483122,0.0722265318369712,1.4998851840575791,8.0000000000000000,0.0000000000000000,0.1874856480071974
1.6436514773692155,-0.2317992627082069,0.5561494097027277,1.3096952594565110,0.0648186039566689,0.0645722858420927,1.5998775648976575,8.0000000000000000,0.0000000000000000,0.1999846956122072
1.7434731710959039,-0.2259606147912611,0.5667721058676337,1.3151664586953282,0.0583590788798585,0.0345832978408222,1.6998698663411329,8.0000000000000000,0.0000000000000000,0.2124837332926416
1.8432957035102622,-0.2201349645400733,0.5773392573073258,1.3202347489210216,0.0579024741338865,0.0042407343643832,1.7998622469431806,8.0000000000000000,0.0000000000000000,0.2249827808678976
1.9431227667873088,-0.2143874726046378,0.5693902073586101,1.3006372930250827,0.0575109966296579,0.0021571265520890,1.8998546277832595,8.0000000000000000,0.0000000000000000,0.2374818284729074
2.0429498300643552,-0.2086399806692024,0.5614411574098944,1.2810398371291440,0.0574710816944530,0.0003994621096420,1.9998470086233382,8.0000000000000000,0.0000000000000000,0.2499808760779173
2.1427773518443978,-0.2029004579336230,0.5570094262596711,1.2651305923302409,0.0574311102948610,0.0019271918905935,2.0998393894629657,8.0000000000000000,0.0000000000000000,0.2624799236828707
2.2426048742730478,-0.1971609464714173,0.5525826707720153,1.2492265649412309,0.0570856726835016,0.0034619345815255,2.1998317703030446,8.0000000000000000,0.0000000000000000,0.2749789712878806
2.3424363374185084,-0.1914903934674027,0.5582352730510335,1.2630970729566089,0.0567387761329847,0.0019368399818811,2.2998241510384525,8.0000000000000000,0.0000000000000000,0.2874780188798066
2.4422678178543609,-0.1858201430273124,0.5639320997822779,1.2770982204977415,0.0566983342015153,0.0004914139172685,2.3998165318785314,8.0000000000000000,0.0000000000000000,0.2999770664848164
2.5420997394336231,-0.1801576647903139,0.5695683391344176,1.3010782681639090,0.0566405008378537,0.0098526462020699,2.4998089127182355,8.0000000000000000,0.0000000000000000,0.3124761140897794
2.6419318679306434,-0.1744989619730521,0.5751436485859003,1.3247228661573598,0.0547279551692446,0.0190323726127568,2.5998012864165312,8.0000000000000000,0.0000000000000000,0.3249751608020664
2.7417847186175006,-0.1692183904343296,0.5746084081129219,1.3134457162117521,0.0528343164726086,0.0076596804967141,2.6997936672566101,8.0000000000000000,0.0000000000000000,0.3374742084070763
2.8416375693043574,-0.1639378188956070,0.5740731676399435,1.3021685662661444,0.0531961357905630,-0.0036305709265126,2.7997860480966885,8.0000000000000000,0.0000000000000000,0.3499732560120861
2.9414865724469723,-0.1585849913744328,0.5625156387031777,1.2801018791394665,0.0535603753334744,0.0556353163824425,2.8997784287616439,8.0000000000000000,0.0000000000000000,0.3624723035952055
