# x_m,y_m,w_tr_right_m,w_tr_left_m,psi,kappa,s
-0.0021712936776656,0.5301439782083720,0.0000523838115331,0.5257037207297304,-1.5693776303747013,0.0000003435210110,0.0000000000000000
0.0978182302174640,0.5302858330831495,0.1000193531598022,0.5258908188381549,-1.5693775960261644,0.0002179655854420,0.0999896245196480
0.1978077541025495,0.5304276948269142,0.1999863218676467,0.5260779250693989,-1.5693340417806083,0.0004357646015273,0.1999792490389971
0.2977972652615603,0.5305782596376960,0.2999524791518031,0.5262753229836948,-1.5692904521483932,0.0004390558087664,0.2999688735586451
0.3977867763989552,0.5307288383940532,0.3999186351699321,0.5264727373176057,-1.5692462397296851,0.0004423522072347,0.3999584980776776
0.4977762738533906,0.5308882447605023,0.4998839897871674,0.5266805453393506,-1.5692019908861798,0.0004456434507287,0.4999481225973257
0.5977657712730282,0.5310476723567188,0.5998493425275139,0.5268883782514729,-1.5691571202870696,0.0004489398851664,0.5999377471160233
0.6977552540195135,0.5312160518998250,0.6998139038409742,0.5271067066783919,-1.5691122122250809,0.0004522310464232,0.6999273716356715
0.7977447367163247,0.5313844601644825,0.7997784626813220,0.5273250686404390,-1.5690666834620142,0.0004555273989269,0.7999169961540160
0.8977342037160552,0.5315619445018163,0.8997422400127559,0.5275540277759133,-1.5690211161979273,0.0004588186033959,0.8999066206736639
0.9977236706494553,0.5317394652600891,0.9997060142894086,0.5277830292652526,-1.5689749292622626,0.0004621149989063,0.9998962451916364
1.0977131208276689,0.5319261860108113,1.0996690169229766,0.5280227294144438,-1.5689287027874770,0.0004654061819381,1.0998858697112845
1.1977025709210278,0.5321129510894557,1.1996320159345646,0.5282624809102069,-1.5688818576835013,0.0004687025565563,1.1998754942288659
1.2976920031664889,0.5323090398717247,1.2995942531177949,0.5285130323757599,-1.5688349720021950,0.0004719938270762,1.2998651187485137
1.3976814353066143,0.5325051810965157,1.3995564861262519,0.5287636443545247,-1.5687874687124126,0.0004752902868918,1.3998547432656845
1.4976708484710861,0.5327107695318356,1.4995179670739316,0.5290251574309357,-1.5687399238075479,0.0004785812476818,1.4998443677853326
1.5976602615076931,0.5329164187318018,1.5994794433081980,0.5292867403613642,-1.5686917623938983,0.0004818774027495,1.5998339923020726
1.6976496544054505,0.5331316384291290,1.6994401771747081,0.5295593253749379,-1.5686435583264184,0.0004851688596520,1.6998236168217207
1.7976390471506736,0.5333469274209504,1.7994009058035496,0.5298319897570416,-1.5685947386896895,0.0004884655040281,1.7998132413380097
1.8976284185579153,0.5335719100089120,1.8993609017357851,0.5301157569906088,-1.5685458753617429,0.0004917564446933,1.8998028658576578
1.9976177897857195,0.5337969706286666,1.9993208919199930,0.5303996132814467,-1.5684963976051713,0.0004950525795929,1.9997924903734754
2.0976071384401358,0.5340318477150668,2.0992801589974071,0.5306946730535367,-1.5684468751186429,0.0004983439250498,2.0997821148931233
2.1975964868858817,0.5342668117782796,2.1992394198305769,0.5309898317454497,-1.5683967391612788,0.0005016404585386,2.1997717394084488
2.2975858114860541,0.5345117149869241,2.2991979671119580,0.5312962943524984,-1.5683465574364588,0.0005049314518917,2.2997613639280972
2.3975751358458943,0.5347567143248728,2.3991565076665973,0.5316028659161314,-1.5682957633487156,0.0005082276384209,2.3997509884429085
2.4975644350508439,0.5350117752652901,2.4991143441507879,0.5319208416800331,-1.5682449224549888,0.0005115188620772,2.4997406129625568
2.5975537339812740,0.5352669416951809,2.5990721734396631,0.5322389366110912,-1.5681934701908107,0.0005148152758749,2.5997302374768325
2.6975430064098869,0.5355322919859046,2.6990293080991488,0.5325685358344578,-1.5681419700827282,0.0005181064066570,2.6997198619964804
2.7975322785271670,0.5357977573338264,2.7989864351084006,0.5328982646095842,-1.5680898596606880,0.0005214027300921,2.7997094865101992
2.8975215227577080,0.5360735285894613,2.8989428768705934,0.5332395975998292,-1.5680377003563204,0.0005246939974447,2.8996991110298476
2.9975107666373724,0.5363494246776742,2.9988993105412898,0.5335810707003523,-1.5679849317491070,0.0005279904509715,2.9996887355429864
3.0974999812069384,0.5366357485180622,3.0988550682976914,0.5339342477589538,-1.5679321132224386,0.0005312813171468,3.0996783600626348
3.1974891953832509,0.5369222071738035,3.1988108175345440,0.5342875756607051,-1.5678786865102792,0.0005345773797401,3.1996679845751710
3.2974783787873121,0.5372192152025078,3.2987659001121545,0.5346527071189928,-1.5678252088394886,0.0005378686792328,3.2996576090948184
3.3974675617528054,0.5375163682371454,3.3987209737558493,0.5350180003269028,-1.5677711239357286,0.0005411651676120,3.3996472336067289
3.4974567124445937,0.5378241920748136,3.4986753899639451,0.5353951964847178,-1.5677169870356675,0.0005444562976683,3.4996368581263768
3.5974458626494523,0.5381321713164975,3.5986297968369074,0.5357725654727789,-1.5676622439741907,0.0005477526169829,3.5996264826376385
3.6974349790395067,0.5384509425767450,3.6985835554323510,0.5361619366424636,-1.5676074478786686,0.0005510436286262,3.6996161071572864
3.7974240948911153,0.5387698798466074,3.7985373043045771,0.5365514918970200,-1.5675520466831552,0.0005543398326988,3.7996057316678753
3.8974131753467600,0.5390997301380476,3.8984904139989283,0.5369531483914759,-1.5674965914152179,0.0005576309454840,3.8995953561875232
3.9974022552091784,0.5394297572523445,3.9984435135949457,0.5373550003996607,-1.5674405320654416,0.0005609272520831,3.9995849806974153
4.0973912980539762,0.5397708181873576,4.0983959830506880,0.5377690525468354,-1.5673844176045861,0.0005642185346513,4.0995746052170636
4.1973803402473875,0.5401120669661665,4.1983484420463206,0.5381833118099247,-1.5673277000665939,0.0005675149991682,4.1995642297262341
