# x_m,y_m,w_tr_right_m,w_tr_left_m,psi,kappa,s
-0.0000000000000000,-0.0758262466689841,0.9241737533310130,0.9758262466689871,-1.5745758780345946,0.0000000000320126,0.0000000000000000
0.0999770742418307,-0.0762041169431712,0.9237958830568264,0.9762041169431738,-1.5745758780313941,0.0000000000472249,0.0999777883327123
0.1999541484836637,-0.0765819872167183,0.9234180127832796,0.9765819872167205,-1.5745758780251518,0.0000000000665316,0.1999555766654247
0.2999312227254992,-0.0769598574896572,0.9230401425103414,0.9769598574896587,-1.5745758780180907,0.0000000000701017,0.2999333649981371
0.3999082969673375,-0.0773377277617924,0.9226622722382063,0.9773377277617938,-1.5745758780111345,0.0000000000709557,0.3999111533308494
0.4998853712091781,-0.0777155980333404,0.9222844019666594,0.9777155980333407,-1.5745758780039028,0.0000000000734087,0.4998889416635617
0.5998624454510221,-0.0780934683040295,0.9219065316959699,0.9780934683040302,-1.5745758779964560,0.0000000000736997,0.5998667299962741
0.6998395196928683,-0.0784713385740885,0.9215286614259121,0.9784713385740881,-1.5745758779891661,0.0000000000740794,0.6998445183289864
0.7998165939347177,-0.0788492088433200,0.9211507911566804,0.9788492088433197,-1.5745758779816434,0.0000000000752954,0.7998223066616988
0.8997936681765696,-0.0792270791118748,0.9207729208881268,0.9792270791118733,-1.5745758779741104,0.0000000000782726,0.8998000949944112
0.9997707424184246,-0.0796049493796000,0.9203950506204016,0.9796049493795985,-1.5745758779659924,0.0000000000800093,0.9997778833271234
1.0997478166602828,-0.0799828196465316,0.9200171803534706,0.9799828196465296,-1.5745758779581120,0.0000000000782570,1.0997556716598358
1.1997248909021438,-0.0803606899126811,0.9196393100873214,0.9803606899126788,-1.5745758779503445,0.0000000000786213,1.1997334599925482
1.2997019651440078,-0.0807385601780596,0.9192614398219437,0.9807385601780564,-1.5745758779423913,0.0000000000822081,1.2997112483252606
1.3996790393858749,-0.0811164304426188,0.9188835695573855,0.9811164304426147,-1.5745758779339065,0.0000000000851075,1.3996890366579731
1.4996561136277451,-0.0814943007063007,0.9185056992937035,0.9814943007062966,-1.5745758779253736,0.0000000000813175,1.4996668249906853
1.5996331878696188,-0.0818721709691537,0.9181278290308502,0.9818721709691499,-1.5745758779176466,0.0000000000814940,1.5996446133233979
1.6996102621114952,-0.0822500412312906,0.9177499587687165,0.9822500412312837,-1.5745758779090784,0.0000000000895538,1.6996224016561106
1.7995873363533752,-0.0826279114924303,0.9173720885075756,0.9826279114924246,-1.5745758778997399,0.0000000000873729,1.7996001899888230
1.8995644105952583,-0.0830057817526999,0.9169942182473056,0.9830057817526945,-1.5745758778916077,0.0000000000829410,1.8995779783215352
1.9995414848371442,-0.0833836520122136,0.9166163479877946,0.9833836520122056,-1.5745758778831553,0.0000000000894317,1.9995557666542474
