# x_m,y_m,w_tr_right_m,w_tr_left_m,psi,kappa,s
13.8173411501618926,-13.7572889217375902,13.8170953834801740,-13.7569560550448937,-1.1948717354596234,-0.1541038822496379,74.1710614634228591
13.9107041765479096,-13.7215654476586089,13.9103534140220457,-13.7210776778305572,-1.2103454253918171,-0.1561131417096229,74.2710255634599577
14.0044091771537698,-13.6867796668132176,14.0038883655525357,-13.6860375045354612,-1.2260814809714664,-0.1545882214945885,74.3709789410295485
14.0988500218524706,-13.6540115703042169,14.0980191826829202,-13.6528009391346927,-1.2412503127007186,-0.1454783020441715,74.4709430410666471
14.1935693137555532,-13.6220835524646624,14.1925614038836407,-13.6205994693840626,-1.2551654744765430,-0.1400549031646222,74.5708987441644950
14.2888853811225616,-13.5919560136021094,14.2879853572442528,-13.5906164441970692,-1.2692500613694730,-0.1425449463257207,74.6708628442015936
14.3844658010062254,-13.5627087722346644,14.3836269741965754,-13.5614436258208819,-1.2836629431039328,-0.1434305225209066,74.7708179230757679
14.4806105643279395,-13.5353408022325219,14.4797332624190531,-13.5340004482399756,-1.2979245736626677,-0.1408907220131780,74.8707820231128665
14.5769868431903848,-13.5088313121556389,14.5760133119683069,-13.5073225728878192,-1.3118297868277620,-0.1376882381004130,74.9707377142540281
14.6738554167097135,-13.4841472938328941,14.6726628476111323,-13.4822720362314872,-1.3254511774714055,-0.1330936428651849,75.0707018142911267
14.7709190961801013,-13.4602727263981752,14.7695065987025682,-13.4580242880347907,-1.3384379816909939,-0.1287497211218708,75.1706585691530478
14.8683960361888996,-13.4381126843687095,14.8667617241289598,-13.4354769533275888,-1.3511909317860993,-0.1249549218595342,75.2706226691901463
14.9660378454347409,-13.4167212224419945,14.9642102783362656,-13.4137403922690446,-1.3634191794459882,-0.1214443009346395,75.3705802479731659
15.0640275226037499,-13.3969514357830608,15.0620669600360220,-13.3937145332818854,-1.3754702803120875,-0.1185485972951801,75.4705443480102645
15.1621571021076207,-13.3779193033510513,15.1600926401851126,-13.3744738535228720,-1.3871196845353868,-0.1168538627441138,75.5705025214555377
15.2605807431189895,-13.3604376505032061,15.2584735391289783,-13.3568835464164053,-1.3988319702170884,-0.1176874019820274,75.6704666214926362
15.3591290155182669,-13.3437092715931787,15.3569022169172129,-13.3399118924867164,-1.4106479964340102,-0.1166927005090321,75.7704246159395041
15.4579382522409183,-13.3285581648839457,15.4554309383140520,-13.3242356297934386,-1.4221614193138443,-0.1118795248702906,75.8703887159766026
15.5568465132566089,-13.3141032054398014,15.5540450188529835,-13.3092249963863782,-1.4330152913115903,-0.1077178601291980,75.9703476572959318
15.6559613333776664,-13.3011003700337422,15.6528371537610322,-13.2956028282300469,-1.4436967015192790,-0.1049324051116877,76.0703117573330303
15.7551563133274311,-13.2887614976675668,15.7516989655963400,-13.2826192350363605,-1.4539937503468832,-0.1022386416855488,76.1702712082043831
